time,buoy,model_output,buoy_measurement,difference,percentage_cloud
2022-08-15 10:00:00,['0n23w'],6.7063127,6.5,0.20631266,0.09027099609375
2022-08-15 10:00:00,['10s10w'],6.9543,4.0,2.9543,0.35711669921875
2022-08-15 10:00:00,['12n23w'],6.4249897,5.1,1.3249898,0.06689453125
2022-08-15 10:00:00,['14s32w'],8.497398,10.1,-1.602602,0.1219482421875
2022-08-15 10:00:00,['15n38w'],5.1463065,5.7,-0.5536933,0.1226806640625
2022-08-15 10:00:00,['20n38w'],6.4827733,5.8,0.6827731,0.10101318359375
2022-08-15 10:00:00,['21n23w'],5.6405396,6.4,-0.75946045,0.24755859375
2022-08-15 10:00:00,['4n23w'],8.326393,7.6,0.7263932,0.6422119140625
2022-08-15 10:00:00,['6s10w'],8.548239,7.5,1.0482388,0.23590087890625
2022-08-15 10:00:00,['8s30w'],6.473354,8.4,-1.9266458,0.09442138671875
2022-08-15 11:00:00,['0n23w'],6.8301916,6.6,0.23019171,0.0185546875
2022-08-15 11:00:00,['10s10w'],6.865851,6.6,0.26585102,0.24212646484375
2022-08-15 11:00:00,['12n23w'],4.337067,5.1,-0.7629328,0.03033447265625
2022-08-15 11:00:00,['14s32w'],10.327854,10.9,-0.57214546,0.1873779296875
2022-08-15 11:00:00,['15n38w'],4.9455147,7.5,-2.5544853,0.15185546875
2022-08-15 11:00:00,['20n38w'],7.5319314,6.9,0.6319313,0.16387939453125
2022-08-15 11:00:00,['21n23w'],7.1985564,7.1,0.09855652,0.15716552734375
2022-08-15 11:00:00,['4n23w'],8.16982,7.4,0.76981974,0.53875732421875
2022-08-15 11:00:00,['6s10w'],9.100591,6.6,2.5005908,0.16925048828125
2022-08-15 11:00:00,['8s30w'],7.402577,8.0,-0.5974231,0.04376220703125
2022-08-15 12:00:00,['0n23w'],6.178723,6.8,-0.62127733,0.00787353515625
2022-08-15 12:00:00,['10s10w'],6.2088428,5.7,0.50884295,0.1746826171875
2022-08-15 12:00:00,['12n23w'],4.7457185,4.5,0.24571848,0.0234375
2022-08-15 12:00:00,['14s32w'],8.240588,11.2,-2.9594116,0.09814453125
2022-08-15 12:00:00,['15n38w'],7.2269216,6.6,0.62692165,0.07867431640625
2022-08-15 12:00:00,['20n38w'],6.9603705,7.2,-0.23962927,0.17218017578125
2022-08-15 12:00:00,['21n23w'],6.599389,6.7,-0.10061073,0.122314453125
2022-08-15 12:00:00,['4n23w'],7.330446,7.4,-0.06955433,0.24700927734375
2022-08-15 12:00:00,['6s10w'],8.085554,7.4,0.685554,0.1014404296875
2022-08-15 12:00:00,['8s30w'],8.164877,8.7,-0.5351229,0.0506591796875
2022-08-15 13:00:00,['0n23w'],7.504234,8.0,-0.49576616,0.00244140625
2022-08-15 13:00:00,['10s10w'],6.0482564,6.9,-0.8517437,0.15838623046875
2022-08-15 13:00:00,['12n23w'],4.849839,4.1,0.7498393,0.02972412109375
2022-08-15 13:00:00,['14s32w'],9.2453,10.6,-1.3547001,0.10540771484375
2022-08-15 13:00:00,['15n38w'],6.0081034,6.3,-0.29189682,0.06195068359375
2022-08-15 13:00:00,['20n38w'],7.1911607,6.6,0.5911608,0.1456298828125
2022-08-15 13:00:00,['21n23w'],6.7057815,6.4,0.30578136,0.09967041015625
2022-08-15 13:00:00,['4n23w'],7.0394616,7.4,-0.36053848,0.16241455078125
2022-08-15 13:00:00,['6s10w'],7.200292,7.9,-0.699708,0.0933837890625
2022-08-15 13:00:00,['8s30w'],6.947847,9.6,-2.6521535,0.03509521484375
2022-08-15 14:00:00,['0n23w'],7.8396206,7.2,0.6396208,0.0009765625
2022-08-15 14:00:00,['10s10w'],7.583629,5.9,1.683629,0.13934326171875
2022-08-15 14:00:00,['12n23w'],4.387605,4.1,0.2876053,0.0240478515625
2022-08-15 14:00:00,['14s32w'],10.836035,10.8,0.036034584,0.09124755859375
2022-08-15 14:00:00,['15n38w'],5.3698974,6.3,-0.9301028,0.05682373046875
2022-08-15 14:00:00,['20n38w'],4.773056,7.0,-2.226944,0.16168212890625
2022-08-15 14:00:00,['21n23w'],6.274304,6.8,-0.5256963,0.0931396484375
2022-08-15 14:00:00,['4n23w'],7.3135085,6.8,0.5135083,0.205078125
2022-08-15 14:00:00,['6s10w'],7.303119,7.8,-0.496881,0.0804443359375
2022-08-15 14:00:00,['8s30w'],8.198363,9.6,-1.4016371,0.0211181640625
2022-08-15 15:00:00,['0n23w'],7.308709,7.4,-0.09129095,0.00115966796875
2022-08-15 15:00:00,['10s10w'],6.2743115,6.0,0.27431154,0.13238525390625
2022-08-15 15:00:00,['12n23w'],5.5598702,4.5,1.0598702,0.02166748046875
2022-08-15 15:00:00,['14s32w'],9.003086,10.1,-1.0969143,0.08819580078125
2022-08-15 15:00:00,['15n38w'],6.3049436,6.4,-0.095056534,0.0618896484375
2022-08-15 15:00:00,['20n38w'],6.2101326,6.9,-0.6898675,0.17071533203125
2022-08-15 15:00:00,['21n23w'],6.811341,7.5,-0.6886592,0.10052490234375
2022-08-15 15:00:00,['4n23w'],6.9931984,7.1,-0.10680151,0.21905517578125
2022-08-15 15:00:00,['6s10w'],7.523556,8.9,-1.3764434,0.075927734375
2022-08-15 15:00:00,['8s30w'],7.7854495,9.5,-1.7145505,0.0107421875
2022-08-15 16:00:00,['0n23w'],8.043691,6.9,1.1436906,0.0010986328125
2022-08-15 16:00:00,['10s10w'],7.333999,6.0,1.3339992,0.12030029296875
2022-08-15 16:00:00,['12n23w'],4.151791,4.4,-0.248209,0.0125732421875
2022-08-15 16:00:00,['14s32w'],9.128463,10.5,-1.3715372,0.10308837890625
2022-08-15 16:00:00,['15n38w'],6.0442758,6.3,-0.25572443,0.06878662109375
2022-08-15 16:00:00,['20n38w'],7.6157465,5.9,1.7157464,0.2138671875
2022-08-15 16:00:00,['21n23w'],6.3669906,6.5,-0.13300943,0.10540771484375
2022-08-15 16:00:00,['4n23w'],6.9604025,7.4,-0.4395976,0.17156982421875
2022-08-15 16:00:00,['6s10w'],7.6430726,8.5,-0.8569274,0.09124755859375
2022-08-15 16:00:00,['8s30w'],7.7801785,9.3,-1.5198216,0.0340576171875
2022-08-15 17:00:00,['0n23w'],7.1311355,7.0,0.13113546,0.00787353515625
2022-08-15 17:00:00,['10s10w'],7.3743978,5.6,1.7743979,0.11865234375
2022-08-15 17:00:00,['12n23w'],5.195273,5.3,-0.10472727,0.01116943359375
2022-08-15 17:00:00,['14s32w'],8.045814,10.5,-2.4541864,0.140380859375
2022-08-15 17:00:00,['15n38w'],6.5536165,4.7,1.8536167,0.09857177734375
2022-08-15 17:00:00,['20n38w'],7.435803,6.7,0.7358031,0.255859375
2022-08-15 17:00:00,['21n23w'],6.4193587,6.5,-0.08064127,0.10968017578125
2022-08-15 17:00:00,['4n23w'],8.303208,8.1,0.20320797,0.35162353515625
