time,buoy,model_output,buoy_measurement,difference,percentage_cloud
2022-06-01 10:00:00,['0n23w'],8.104974,8.1,0.0049734116,0.00311279296875
2022-06-01 10:00:00,['0n3w'],,6.75,,0.0
2022-06-01 10:00:00,['10s10w'],8.683496,8.4,0.28349686,0.24578857421875
2022-06-01 10:00:00,['12n23w'],6.5167446,7.8,-1.2832556,0.98443603515625
2022-06-01 10:00:00,['14s32w'],8.036896,8.2,-0.16310406,0.06219482421875
2022-06-01 10:00:00,['15n38w'],7.905805,6.8,1.1058049,0.21649169921875
2022-06-01 10:00:00,['20n38w'],8.224167,5.4,2.8241668,0.3848876953125
2022-06-01 10:00:00,['21n23w'],7.5731316,7.5,0.07313156,0.14544677734375
2022-06-01 10:00:00,['4n23w'],6.9177923,7.8,-0.8822079,0.0672607421875
2022-06-01 10:00:00,['6s10w'],8.404333,8.2,0.2043333,0.17205810546875
2022-06-01 10:00:00,['8s30w'],9.943848,7.42,2.5238476,0.05224609375
2022-06-01 11:00:00,['0n23w'],8.2714615,8.5,-0.22853851,0.00634765625
2022-06-01 11:00:00,['0n3w'],,5.68,,0.0
2022-06-01 11:00:00,['10s10w'],8.081426,9.1,-1.0185747,0.12933349609375
2022-06-01 11:00:00,['12n23w'],7.5637717,7.4,0.16377163,0.08184814453125
2022-06-01 11:00:00,['14s32w'],8.286193,8.4,-0.113806725,0.06988525390625
2022-06-01 11:00:00,['15n38w'],6.520701,6.7,-0.17929888,0.16632080078125
2022-06-01 11:00:00,['20n38w'],7.8467665,5.5,2.3467665,0.34210205078125
2022-06-01 11:00:00,['21n23w'],6.859525,6.6,0.2595253,0.259521484375
2022-06-01 11:00:00,['4n23w'],6.727483,8.5,-1.7725172,0.05157470703125
2022-06-01 11:00:00,['6s10w'],7.7744093,8.8,-1.0255909,0.09893798828125
2022-06-01 11:00:00,['8s30w'],9.746407,6.39,3.3564067,0.025634765625
2022-06-01 12:00:00,['0n23w'],8.375765,8.4,-0.024234772,0.00775146484375
2022-06-01 12:00:00,['0n3w'],,5.18,,0.0
2022-06-01 12:00:00,['10s10w'],8.291446,8.9,-0.6085539,0.1158447265625
2022-06-01 12:00:00,['12n23w'],3.3921318,6.4,-3.0078683,0.03070068359375
2022-06-01 12:00:00,['14s32w'],8.162193,8.1,0.062192917,0.0316162109375
