time,buoy,model_output,buoy_measurement,difference,percentage_cloud
2022-01-15 10:00:00,['0n10w'],5.475962,5.03,0.44596195,0.4549560546875
2022-01-15 10:00:00,['0n23w'],5.864924,3.9,1.9649239,0.11944580078125
2022-01-15 10:00:00,['12n23w'],5.5943666,5.3,0.29436636,0.245361328125
2022-01-15 10:00:00,['14s32w'],5.3911567,7.21,-1.8188434,0.39691162109375
2022-01-15 10:00:00,['15n38w'],8.152308,6.0,2.1523085,0.0274658203125
2022-01-15 10:00:00,['20n38w'],7.388476,5.5,1.8884759,0.0230712890625
2022-01-15 10:00:00,['21n23w'],3.5016115,0.7,2.8016114,0.00634765625
2022-01-15 10:00:00,['4n23w'],4.9289885,5.5,-0.57101154,0.36016845703125
2022-01-15 10:00:00,['6s10w'],4.6820283,4.8,-0.1179719,0.1239013671875
2022-01-15 10:00:00,['8s30w'],4.444096,5.46,-1.015904,0.2259521484375
2022-01-15 11:00:00,['0n10w'],4.955088,5.22,-0.26491165,0.3746337890625
2022-01-15 11:00:00,['0n23w'],5.0283046,3.9,1.1283045,0.083984375
2022-01-15 11:00:00,['12n23w'],6.0585217,5.7,0.35852194,0.2828369140625
2022-01-15 11:00:00,['14s32w'],4.8431816,3.97,0.8731816,0.69366455078125
2022-01-15 11:00:00,['15n38w'],6.8302646,4.8,2.0302644,0.06011962890625
2022-01-15 11:00:00,['20n38w'],7.157798,7.0,0.15779781,0.0457763671875
2022-01-15 11:00:00,['21n23w'],3.6513286,1.1,2.5513287,0.00274658203125
2022-01-15 11:00:00,['4n23w'],5.453568,2.8,2.653568,0.08642578125
2022-01-15 11:00:00,['6s10w'],4.357197,5.1,-0.7428031,0.06610107421875
2022-01-15 11:00:00,['8s30w'],3.837618,5.25,-1.4123819,0.01409912109375
2022-01-15 12:00:00,['0n10w'],4.71972,4.68,0.03972006,0.3824462890625
2022-01-15 12:00:00,['0n23w'],4.9498296,3.6,1.3498297,0.0322265625
2022-01-15 12:00:00,['12n23w'],6.6871367,6.0,0.68713665,0.29833984375
2022-01-15 12:00:00,['14s32w'],5.1859603,4.95,0.23596048,0.05059814453125
2022-01-15 12:00:00,['15n38w'],6.503879,5.2,1.3038793,0.0626220703125
2022-01-15 12:00:00,['20n38w'],5.6169086,5.5,0.11690855,0.0372314453125
2022-01-15 12:00:00,['21n23w'],3.7812133,1.2,2.5812132,0.00238037109375
2022-01-15 12:00:00,['4n23w'],5.2253594,4.8,0.42535925,0.12567138671875
2022-01-15 12:00:00,['6s10w'],4.4079833,4.9,-0.4920168,0.0574951171875
2022-01-15 12:00:00,['8s30w'],5.2656713,4.31,0.9556713,0.00946044921875
2022-01-15 13:00:00,['0n10w'],4.3989444,4.5,-0.10105562,0.37481689453125
2022-01-15 13:00:00,['0n23w'],5.7299075,4.4,1.3299074,0.02691650390625
2022-01-15 13:00:00,['12n23w'],5.8160076,6.1,-0.2839923,0.23681640625
2022-01-15 13:00:00,['14s32w'],5.522535,7.42,-1.8974652,0.05841064453125
2022-01-15 13:00:00,['15n38w'],6.312185,6.1,0.2121849,0.0426025390625
2022-01-15 13:00:00,['20n38w'],6.144319,5.9,0.24431896,0.03448486328125
2022-01-15 13:00:00,['21n23w'],3.212068,1.9,1.3120681,0.00091552734375
2022-01-15 13:00:00,['4n23w'],5.687942,4.6,1.0879421,0.09197998046875
2022-01-15 13:00:00,['6s10w'],5.758531,4.3,1.4585309,0.0643310546875
2022-01-15 13:00:00,['8s30w'],6.2613134,4.6,1.6613135,0.00665283203125
2022-01-15 14:00:00,['0n10w'],4.2554903,3.88,0.3754902,0.35101318359375
2022-01-15 14:00:00,['0n23w'],3.87995,4.3,-0.42005014,0.0277099609375
2022-01-15 14:00:00,['12n23w'],5.940168,6.4,-0.4598322,0.18316650390625
2022-01-15 14:00:00,['14s32w'],7.074998,6.1,0.974998,0.0638427734375
2022-01-15 14:00:00,['15n38w'],6.193276,6.5,-0.30672407,0.06463623046875
2022-01-15 14:00:00,['20n38w'],5.0639153,6.2,-1.1360846,0.03076171875
2022-01-15 14:00:00,['21n23w'],2.2769911,1.0,1.2769911,0.0098876953125
2022-01-15 14:00:00,['4n23w'],4.7882066,3.5,1.2882066,0.15081787109375
2022-01-15 14:00:00,['6s10w'],5.5209985,3.3,2.2209985,0.156494140625
2022-01-15 14:00:00,['8s30w'],5.813185,4.67,1.1431851,0.00823974609375
2022-01-15 15:00:00,['0n10w'],4.784633,9.26,-4.475367,0.37542724609375
2022-01-15 15:00:00,['0n23w'],4.6996417,3.8,0.89964175,0.019775390625
2022-01-15 15:00:00,['12n23w'],5.825137,7.1,-1.2748628,0.09027099609375
2022-01-15 15:00:00,['14s32w'],5.6416945,6.5,-0.85830545,0.11517333984375
2022-01-15 15:00:00,['15n38w'],4.4891286,6.1,-1.6108713,0.08966064453125
2022-01-15 15:00:00,['20n38w'],5.154754,6.4,-1.2452459,0.046875
