time,buoy,model_output,buoy_measurement,difference,percentage_cloud
2022-03-15 10:00:00,['0n23w'],4.5013733,4.3,0.2013731,0.042724609375
2022-03-15 10:00:00,['10s10w'],6.380394,6.7,-0.31960583,0.165771484375
2022-03-15 10:00:00,['12n23w'],11.214563,10.2,1.0145636,0.71929931640625
2022-03-15 10:00:00,['14s32w'],7.126186,6.76,0.36618567,0.03802490234375
2022-03-15 10:00:00,['15n38w'],11.334268,9.5,1.8342676,0.2259521484375
2022-03-15 10:00:00,['20n38w'],11.013549,11.8,-0.78645134,0.58294677734375
2022-03-15 10:00:00,['21n23w'],10.292396,9.7,0.5923958,0.4503173828125
2022-03-15 10:00:00,['4n23w'],5.4110866,5.5,-0.08891344,0.151123046875
2022-03-15 10:00:00,['6s10w'],6.432809,6.9,-0.46719122,0.1126708984375
2022-03-15 10:00:00,['8s30w'],8.124568,4.46,3.664568,0.01275634765625
2022-03-15 11:00:00,['0n23w'],5.389505,5.3,0.08950472,0.0911865234375
2022-03-15 11:00:00,['10s10w'],7.6896577,6.8,0.8896575,0.11395263671875
2022-03-15 11:00:00,['12n23w'],11.58772,11.4,0.1877203,0.21624755859375
2022-03-15 11:00:00,['14s32w'],6.367237,7.21,-0.84276295,0.02276611328125
2022-03-15 11:00:00,['15n38w'],11.233248,11.0,0.23324776,0.2940673828125
2022-03-15 11:00:00,['20n38w'],12.414987,11.8,0.6149864,0.46875
2022-03-15 11:00:00,['21n23w'],10.805448,10.2,0.60544777,0.4041748046875
2022-03-15 11:00:00,['4n23w'],6.395714,4.5,1.8957138,0.1776123046875
2022-03-15 11:00:00,['6s10w'],6.489617,6.8,-0.31038332,0.094482421875
2022-03-15 11:00:00,['8s30w'],5.8119607,4.97,0.8419609,0.0113525390625
2022-03-15 12:00:00,['0n23w'],5.59256,5.9,-0.30744028,0.032958984375
2022-03-15 12:00:00,['10s10w'],6.543376,5.9,0.6433759,0.07061767578125
2022-03-15 12:00:00,['12n23w'],11.076831,11.8,-0.7231693,0.16302490234375
2022-03-15 12:00:00,['14s32w'],6.8564634,7.51,-0.6535368,0.0120849609375
2022-03-15 12:00:00,['15n38w'],11.03814,8.7,2.3381405,0.27252197265625
2022-03-15 12:00:00,['20n38w'],12.157544,10.8,1.357544,0.306640625
2022-03-15 12:00:00,['21n23w'],10.4019375,10.2,0.20193768,0.31884765625
2022-03-15 12:00:00,['4n23w'],5.5818896,5.1,0.48188972,0.1800537109375
2022-03-15 12:00:00,['6s10w'],7.1902356,6.8,0.39023542,0.100830078125
2022-03-15 12:00:00,['8s30w'],8.171565,4.34,3.831565,0.01947021484375
2022-03-15 13:00:00,['0n23w'],5.0681863,5.3,-0.23181391,0.0069580078125
2022-03-15 13:00:00,['10s10w'],6.6733966,5.9,0.7733965,0.056396484375
2022-03-15 13:00:00,['12n23w'],11.080496,10.9,0.18049622,0.18572998046875
2022-03-15 13:00:00,['14s32w'],7.0511284,7.52,-0.4688716,0.01629638671875
2022-03-15 13:00:00,['15n38w'],10.639326,10.7,-0.060673714,0.2315673828125
2022-03-15 13:00:00,['20n38w'],10.968064,9.9,1.0680647,0.17279052734375
2022-03-15 13:00:00,['21n23w'],9.856322,9.3,0.5563221,0.23834228515625
2022-03-15 13:00:00,['4n23w'],6.0490303,5.3,0.7490301,0.1636962890625
2022-03-15 13:00:00,['6s10w'],6.9830594,5.8,1.1830592,0.06805419921875
2022-03-15 13:00:00,['8s30w'],9.857131,3.74,6.117131,0.0146484375
2022-03-15 14:00:00,['0n23w'],6.142124,5.2,0.94212437,0.0054931640625
2022-03-15 14:00:00,['10s10w'],6.4889746,4.9,1.5889745,0.07403564453125
2022-03-15 14:00:00,['12n23w'],11.445382,11.1,0.34538174,0.2076416015625
2022-03-15 14:00:00,['14s32w'],5.9166994,7.17,-1.2533007,0.01739501953125
