time,buoy,model_output,buoy_measurement,difference,percentage_cloud
2022-10-15 10:00:00,['0n23w'],6.291408,6.8,-0.5085921,0.11395263671875
2022-10-15 10:00:00,['10s10w'],7.921247,5.9,2.021247,0.88720703125
2022-10-15 10:00:00,['12n23w'],5.584131,1.9,3.6841307,0.16436767578125
2022-10-15 10:00:00,['14s32w'],6.1416473,8.1,-1.958353,0.0751953125
2022-10-15 10:00:00,['15n38w'],6.7436943,8.3,-1.5563059,0.02752685546875
2022-10-15 10:00:00,['20n38w'],7.079367,8.5,-1.4206328,0.04925537109375
2022-10-15 10:00:00,['21n23w'],5.133442,6.0,-0.8665581,0.07354736328125
2022-10-15 10:00:00,['4n23w'],5.1743426,5.9,-0.72565746,0.14776611328125
2022-10-15 10:00:00,['6s10w'],7.2015114,6.9,0.3015113,0.6917724609375
2022-10-15 10:00:00,['8s30w'],8.07066,8.1,-0.029340744,0.57403564453125
2022-10-15 11:00:00,['0n23w'],6.476167,7.1,-0.6238327,0.0062255859375
2022-10-15 11:00:00,['10s10w'],7.6916122,3.8,3.8916123,0.824462890625
2022-10-15 11:00:00,['12n23w'],5.5579696,2.7,2.8579695,0.08526611328125
2022-10-15 11:00:00,['14s32w'],7.2833333,7.3,-0.01666689,0.03448486328125
2022-10-15 11:00:00,['15n38w'],7.298391,8.6,-1.3016095,0.0377197265625
2022-10-15 11:00:00,['20n38w'],9.027562,7.8,1.227562,0.1148681640625
2022-10-15 11:00:00,['21n23w'],5.767059,5.5,0.26705885,0.0482177734375
2022-10-15 11:00:00,['4n23w'],4.4454827,3.3,1.1454828,0.0875244140625
2022-10-15 11:00:00,['6s10w'],7.161407,6.5,0.661407,0.604248046875
2022-10-15 11:00:00,['8s30w'],7.1803317,8.5,-1.3196683,0.07440185546875
2022-10-15 12:00:00,['0n23w'],6.622196,7.4,-0.7778039,0.00799560546875
2022-10-15 12:00:00,['10s10w'],7.40655,7.5,-0.09345007,0.75634765625
2022-10-15 12:00:00,['12n23w'],4.0335784,2.9,1.1335783,0.08868408203125
2022-10-15 12:00:00,['14s32w'],8.198479,7.7,0.4984789,0.02685546875
2022-10-15 12:00:00,['15n38w'],7.5239577,8.4,-0.8760419,0.016357421875
2022-10-15 12:00:00,['20n38w'],7.6049356,7.9,-0.29506445,0.0943603515625
2022-10-15 12:00:00,['21n23w'],6.3090343,6.6,-0.29096556,0.0338134765625
2022-10-15 12:00:00,['4n23w'],5.3226066,5.2,0.122606754,0.06243896484375
2022-10-15 12:00:00,['6s10w'],7.408277,6.7,0.7082772,0.57293701171875
2022-10-15 12:00:00,['8s30w'],7.3061223,8.0,-0.6938777,0.05999755859375
2022-10-15 13:00:00,['0n23w'],6.559009,7.8,-1.2409911,0.00848388671875
2022-10-15 13:00:00,['10s10w'],7.4801073,7.1,0.3801074,0.75018310546875
2022-10-15 13:00:00,['12n23w'],4.1909995,1.6,2.5909996,0.03314208984375
2022-10-15 13:00:00,['14s32w'],6.8378882,7.7,-0.86211157,0.02960205078125
2022-10-15 13:00:00,['15n38w'],7.6039033,8.9,-1.2960963,0.00567626953125
2022-10-15 13:00:00,['20n38w'],6.836472,7.4,-0.56352806,0.0538330078125
2022-10-15 13:00:00,['21n23w'],6.258477,5.9,0.35847712,0.0303955078125
2022-10-15 13:00:00,['4n23w'],4.9877462,4.8,0.18774605,0.08392333984375
2022-10-15 13:00:00,['6s10w'],7.5518746,5.0,2.5518746,0.57489013671875
2022-10-15 13:00:00,['8s30w'],7.068567,8.3,-1.2314334,0.05377197265625
2022-10-15 14:00:00,['0n23w'],6.12685,7.6,-1.4731498,0.01434326171875
2022-10-15 14:00:00,['10s10w'],8.12746,6.9,1.2274594,0.81103515625
2022-10-15 14:00:00,['12n23w'],5.0512276,2.8,2.2512276,0.07073974609375
2022-10-15 14:00:00,['14s32w'],6.262111,7.5,-1.2378888,0.02880859375
2022-10-15 14:00:00,['15n38w'],8.360091,8.2,0.1600914,0.0465087890625
2022-10-15 14:00:00,['20n38w'],7.1065583,7.9,-0.7934418,0.04107666015625
2022-10-15 14:00:00,['21n23w'],5.601217,5.6,0.0012168884,0.03887939453125
2022-10-15 14:00:00,['4n23w'],5.1963334,5.5,-0.3036666,0.169677734375
2022-10-15 14:00:00,['6s10w'],5.9848933,5.4,0.5848932,0.597412109375
2022-10-15 14:00:00,['8s30w'],7.191832,8.2,-1.0081677,0.0538330078125
2022-10-15 15:00:00,['0n23w'],6.06319,6.6,-0.5368099,0.02630615234375
2022-10-15 15:00:00,['10s10w'],7.847863,7.7,0.14786339,0.748779296875
2022-10-15 15:00:00,['12n23w'],4.573526,2.3,2.273526,0.06829833984375
2022-10-15 15:00:00,['14s32w'],7.0327654,7.6,-0.5672345,0.02667236328125
2022-10-15 15:00:00,['15n38w'],7.9456897,8.1,-0.1543107,0.07781982421875
2022-10-15 15:00:00,['20n38w'],7.289699,7.1,0.18969917,0.10980224609375
2022-10-15 15:00:00,['21n23w'],5.512114,4.7,0.81211424,0.037353515625
2022-10-15 15:00:00,['4n23w'],5.7421446,5.7,0.042144775,0.19232177734375
2022-10-15 15:00:00,['6s10w'],5.9740405,6.2,-0.2259593,0.64532470703125
2022-10-15 15:00:00,['8s30w'],6.2263303,8.6,-2.37367,0.0438232421875
2022-10-15 16:00:00,['0n23w'],6.2019887,6.0,0.2019887,0.038330078125
2022-10-15 16:00:00,['10s10w'],7.3736744,7.7,-0.32632542,0.6351318359375
2022-10-15 16:00:00,['12n23w'],5.4011846,2.5,2.9011846,0.08953857421875
2022-10-15 16:00:00,['14s32w'],6.5007224,7.6,-1.0992775,0.02532958984375
2022-10-15 16:00:00,['15n38w'],7.3163066,7.9,-0.5836935,0.03826904296875
2022-10-15 16:00:00,['20n38w'],6.6915708,6.6,0.091570854,0.062744140625
2022-10-15 16:00:00,['21n23w'],5.3828273,5.4,-0.017172813,0.041259765625
2022-10-15 16:00:00,['4n23w'],6.2223477,6.1,0.12234783,0.15789794921875
2022-10-15 16:00:00,['6s10w'],6.2466536,5.8,0.44665337,0.63531494140625
2022-10-15 16:00:00,['8s30w'],6.034896,8.3,-2.2651043,0.0498046875
2022-10-15 17:00:00,['0n23w'],6.681295,6.6,0.08129501,0.04449462890625
2022-10-15 17:00:00,['10s10w'],6.8273525,8.0,-1.1726475,0.288818359375
2022-10-15 17:00:00,['12n23w'],6.482332,2.2,4.2823324,0.0418701171875
2022-10-15 17:00:00,['14s32w'],7.6911516,7.2,0.4911518,0.04302978515625
2022-10-15 17:00:00,['15n38w'],6.7092857,7.8,-1.0907145,0.07965087890625
2022-10-15 17:00:00,['20n38w'],7.449839,7.4,0.04983902,0.08319091796875
2022-10-15 17:00:00,['21n23w'],5.9231544,5.7,0.22315454,0.0472412109375
2022-10-15 17:00:00,['4n23w'],6.7005305,6.1,0.6005306,0.07440185546875
2022-10-15 17:00:00,['6s10w'],7.267073,6.2,1.0670733,0.52880859375
2022-10-15 17:00:00,['8s30w'],5.7372284,9.7,-3.9627714,0.03631591796875
2022-10-15 18:00:00,['0n23w'],5.6896453,6.3,-0.6103549,0.0494384765625
2022-10-15 18:00:00,['10s10w'],7.8610063,7.7,0.16100645,0.259521484375
2022-10-15 18:00:00,['12n23w'],4.7091403,6.5,-1.7908597,0.0245361328125
2022-10-15 18:00:00,['14s32w'],6.9153543,6.0,0.91535425,0.03924560546875
2022-10-15 18:00:00,['15n38w'],7.4652944,8.0,-0.53470564,0.05084228515625
2022-10-15 18:00:00,['20n38w'],6.4533916,6.1,0.35339165,0.05206298828125
2022-10-15 18:00:00,['21n23w'],5.6440506,5.5,0.1440506,0.0362548828125
