time,buoy,model_output,buoy_measurement,difference,percentage_cloud
2022-03-01 10:00:00,['0n10w'],5.2811337,4.22,1.0611339,0.00518798828125
2022-03-01 10:00:00,['0n23w'],8.896531,2.7,6.1965313,0.486328125
2022-03-01 10:00:00,['12n23w'],10.038649,11.5,-1.4613514,0.57769775390625
2022-03-01 10:00:00,['14s32w'],5.5687904,6.79,-1.2212095,0.2283935546875
2022-03-01 10:00:00,['15n38w'],11.418487,9.7,1.7184868,0.11932373046875
2022-03-01 10:00:00,['20n38w'],8.553867,9.8,-1.2461329,0.8131103515625
2022-03-01 10:00:00,['21n23w'],10.847118,10.5,0.34711838,0.5074462890625
2022-03-01 10:00:00,['4n23w'],7.54088,8.2,-0.6591196,0.197021484375
2022-03-01 10:00:00,['6s10w'],5.6017146,7.6,-1.9982853,0.0281982421875
2022-03-01 10:00:00,['8s30w'],7.5589867,7.34,0.21898651,0.29229736328125
2022-03-01 11:00:00,['0n10w'],2.8643324,3.66,-0.79566765,0.00665283203125
2022-03-01 11:00:00,['0n23w'],4.4706707,2.6,1.8706708,0.23358154296875
2022-03-01 11:00:00,['12n23w'],10.930889,11.9,-0.9691105,0.55712890625
2022-03-01 11:00:00,['14s32w'],8.012984,7.47,0.5429845,0.00445556640625
2022-03-01 11:00:00,['15n38w'],10.3432865,11.1,-0.75671387,0.2713623046875
2022-03-01 11:00:00,['20n38w'],9.213203,9.8,-0.58679676,0.81573486328125
2022-03-01 11:00:00,['21n23w'],10.697498,11.2,-0.5025015,0.40533447265625
2022-03-01 11:00:00,['4n23w'],7.547928,9.2,-1.652072,0.11572265625
2022-03-01 11:00:00,['6s10w'],5.1601276,6.2,-1.0398722,0.012939453125
2022-03-01 11:00:00,['8s30w'],5.579728,3.91,1.669728,0.00390625
2022-03-01 12:00:00,['0n10w'],3.5926023,3.93,-0.3373978,0.0023193359375
2022-03-01 12:00:00,['0n23w'],4.627052,2.9,1.7270517,0.1107177734375
2022-03-01 12:00:00,['12n23w'],11.551022,11.0,0.5510216,0.43914794921875
2022-03-01 12:00:00,['14s32w'],5.6077,7.34,-1.7323003,0.0078125
2022-03-01 12:00:00,['15n38w'],10.355097,10.7,-0.344903,0.1190185546875
2022-03-01 12:00:00,['20n38w'],10.324726,11.0,-0.6752739,0.69952392578125
2022-03-01 12:00:00,['21n23w'],11.051555,9.3,1.7515545,0.271240234375
2022-03-01 12:00:00,['4n23w'],8.961908,8.9,0.061908722,0.11627197265625
2022-03-01 12:00:00,['6s10w'],5.649763,6.1,-0.4502368,0.00628662109375
2022-03-01 12:00:00,['8s30w'],6.2191734,0.87,5.3491735,0.398681640625
2022-03-01 13:00:00,['0n10w'],3.6455042,4.27,-0.62449574,0.00299072265625
2022-03-01 13:00:00,['0n23w'],4.5302687,5.4,-0.8697314,0.1065673828125
2022-03-01 13:00:00,['12n23w'],11.6455765,10.4,1.2455769,0.35968017578125
2022-03-01 13:00:00,['14s32w'],5.842692,6.41,-0.56730795,0.00103759765625
2022-03-01 13:00:00,['15n38w'],10.860056,11.2,-0.3399439,0.201171875
2022-03-01 13:00:00,['20n38w'],10.87065,9.3,1.5706501,0.6334228515625
2022-03-01 13:00:00,['21n23w'],10.756711,9.4,1.3567114,0.14617919921875
2022-03-01 13:00:00,['4n23w'],7.751047,8.3,-0.54895306,0.04766845703125
2022-03-01 13:00:00,['6s10w'],6.4097195,4.8,1.6097193,0.0179443359375
2022-03-01 13:00:00,['8s30w'],6.154009,3.27,2.884009,0.49658203125
2022-03-01 14:00:00,['0n10w'],4.528097,4.14,0.3880973,0.005859375
2022-03-01 14:00:00,['0n23w'],5.392771,4.4,0.9927707,0.12908935546875
2022-03-01 14:00:00,['12n23w'],11.308157,10.7,0.60815716,0.293212890625
2022-03-01 14:00:00,['14s32w'],7.3249464,6.44,0.88494635,0.00811767578125
